session_num,participant,timestamp,engagement,of_AU01_c,of_AU02_c,of_AU04_c,of_AU05_c,of_AU06_c,of_AU07_c,of_AU09_c,of_AU10_c,of_AU12_c,of_AU14_c,of_AU15_c,of_AU17_c,of_AU20_c,of_AU23_c,of_AU25_c,of_AU26_c,of_AU28_c,of_AU45_c,of_gaze_0_x,of_gaze_0_y,of_gaze_0_z,of_gaze_1_x,of_gaze_1_y,of_gaze_1_z,of_gaze_angle_x,of_gaze_angle_y,of_pose_Tx,of_pose_Ty,of_pose_Tz,of_pose_Rx,of_pose_Ry,of_pose_Rz
0,2,0,    0.0000,    1.0000,    1.0000,    0.0000,    0.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    1.0000,    1.0000,    0.0000,    0.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   55.6415,  -69.8589, 1140.4650,   -0.0464,    1.5202,    1.7853
0,2,0,    0.0000,    0.0000,    1.0000,    0.0000,    0.0000,    1.0000,    0.0000,    0.0000,    0.0000,    1.0000,    0.0000,    1.0000,    1.0000,    0.0000,    1.0000,    1.0000,    0.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   55.7142,  -69.0353, 1121.7449,   -0.3297,    1.4883,    1.5442
0,2,0,    0.0000,    0.0000,    1.0000,    0.0000,    0.0000,    1.0000,    0.0000,    0.0000,    0.0000,    1.0000,    0.0000,    1.0000,    1.0000,    0.0000,    0.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   48.6467,  -64.2417, 1127.2089,    2.8452,    1.4299,   -1.6737
0,2,0,    0.0000,    0.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    1.0000,    0.0000,    1.0000,    0.0000,    0.0000,    1.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   42.4889,  -60.2305, 1119.3680,    3.1328,    1.1935,   -1.4631
0,2,0,    0.0000,    0.0000,    1.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    1.0000,    0.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   -5.6698,  -87.6798,  950.0665,   38.7242,  -77.4565,  835.6951,   -0.3879,    0.2420,   22.7298,  -55.7250, 1028.4404,    2.6902,    1.0122,   -1.7269
0,2,0,    0.0000,    1.0000,    1.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    1.0000,    0.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   -6.8834,  -91.4567, 1001.9120,   35.2947,  -82.1664,  889.3149,   -0.4379,    0.3208,   21.0118,  -55.8392, 1027.4556,    2.4960,    0.9410,   -1.8044
0,2,0,    0.0000,    1.0000,    1.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    1.0000,    0.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   -6.8022,  -93.0575, 1022.7606,   34.6887,  -83.1939,  900.5576,   -0.4481,    0.3333,   20.6636,  -56.2851, 1029.0955,    2.4728,    0.9236,   -1.8113
0,2,0,    0.0000,    1.0000,    1.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    1.0000,    0.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   -6.5376,  -93.2318, 1031.6995,   34.5659,  -83.3208,  906.2156,   -0.4505,    0.3373,   20.7655,  -56.1377, 1033.1097,    2.4657,    0.9202,   -1.8147
0,2,0,    0.0000,    1.0000,    1.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    1.0000,    0.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   -6.5650,  -93.9773, 1031.4305,   34.9806,  -84.2025,  908.1035,   -0.4448,    0.3377,   21.3108,  -56.6897, 1031.4854,    2.4496,    0.9266,   -1.8245
0,2,0,    0.0000,    1.0000,    1.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    1.0000,    0.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   -6.5255,  -92.5768, 1027.1375,   34.2237,  -82.9386,  901.4450,   -0.4505,    0.3425,   21.0260,  -56.3660, 1034.3171,    2.4346,    0.9176,   -1.8319
0,2,0,    0.0000,    1.0000,    1.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    1.0000,    0.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   -6.4571,  -92.3458, 1015.7785,   34.7802,  -82.6465,  896.2495,   -0.4492,    0.3501,   21.5879,  -56.1710, 1027.4929,    2.4150,    0.9228,   -1.8365
0,2,0,    0.0000,    1.0000,    1.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    1.0000,    0.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   -5.7547,  -93.8877, 1013.6862,   35.6329,  -84.8680,  899.9033,   -0.4501,    0.3370,   22.0673,  -58.0573, 1028.4500,    2.4518,    0.9228,   -1.8231
0,2,0,    0.0000,    1.0000,    1.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    1.0000,    0.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   -4.6990,  -94.3592, 1020.8519,   36.4234,  -84.1530,  897.2885,   -0.4532,    0.3373,   22.8811,  -57.5718, 1027.4758,    2.4655,    0.9185,   -1.8131
0,2,0,    0.0000,    1.0000,    1.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    1.0000,    0.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   -4.3347,  -93.8236, 1015.9031,   36.8136,  -83.8983,  897.6526,   -0.4541,    0.3370,   23.1135,  -57.4859, 1028.3741,    2.4692,    0.9178,   -1.8087
0,2,0,    0.0000,    1.0000,    1.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    1.0000,    0.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   -5.5109,  -93.0859, 1011.6588,   35.5284,  -83.7879,  898.3656,   -0.4588,    0.3375,   21.9273,  -57.1351, 1025.9811,    2.4581,    0.9105,   -1.8142
0,2,0,    0.0000,    1.0000,    1.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    1.0000,    0.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   -4.9974,  -94.3079, 1033.1460,   35.9207,  -84.1988,  910.5266,   -0.4592,    0.3426,   22.0899,  -56.9756, 1031.9180,    2.4654,    0.9091,   -1.8079
0,2,0,    0.0000,    1.0000,    1.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    1.0000,    0.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   -4.8920,  -94.2166, 1023.4949,   35.7104,  -84.2152,  900.9022,   -0.4591,    0.3352,   22.2427,  -57.6375, 1030.7517,    2.4700,    0.9093,   -1.8086
0,2,0,    0.0000,    1.0000,    1.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    1.0000,    0.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   -5.0092,  -95.7843, 1029.2708,   35.9480,  -85.6013,  904.2421,   -0.4616,    0.3309,   22.2085,  -58.1023, 1025.2784,    2.4807,    0.9029,   -1.8050
0,2,0,    0.0000,    1.0000,    1.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    1.0000,    0.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   -4.0348,  -96.1434, 1042.2235,   36.3635,  -85.5828,  911.8273,   -0.4683,    0.3315,   22.5558,  -57.9095, 1030.9053,    2.4948,    0.8938,   -1.7965
0,2,0,    0.0000,    1.0000,    1.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    1.0000,    0.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   -4.1020,  -95.5598, 1043.0673,   36.2293,  -85.1424,  914.6856,   -0.4697,    0.3336,   22.5713,  -57.4071, 1032.7565,    2.4843,    0.8915,   -1.7999
0,2,0,    0.0000,    1.0000,    1.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    1.0000,    0.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   -5.0537,  -94.3612, 1023.0693,   35.4761,  -84.6803,  903.0981,   -0.4686,    0.3307,   22.0936,  -57.4268, 1026.9380,    2.4693,    0.8926,   -1.8086
0,2,0,    0.0000,    1.0000,    1.0000,    1.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    1.0000,    0.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   -5.2659,  -93.6600, 1010.8265,   35.4795,  -84.3721,  896.3128,   -0.4689,    0.3267,   22.1242,  -57.4708, 1023.5635,    2.4712,    0.8918,   -1.8080
0,2,0,    0.0000,    1.0000,    1.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    1.0000,    0.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   -4.7648,  -94.3715, 1019.9357,   35.8926,  -84.2576,  901.2104,   -0.4714,    0.3363,   22.4201,  -57.1312, 1023.2836,    2.4627,    0.8872,   -1.8059
0,2,0,    0.0000,    1.0000,    1.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    1.0000,    0.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   -4.8157,  -94.3069, 1019.1092,   36.0256,  -84.4346,  903.7373,   -0.4715,    0.3354,   22.4030,  -56.9771, 1021.7547,    2.4650,    0.8872,   -1.8045
0,2,0,    0.0000,    1.0000,    1.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    1.0000,    0.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   -5.0357,  -93.6278, 1012.3524,   35.6460,  -83.7442,  896.3158,   -0.4745,    0.3352,   22.2532,  -56.7637, 1019.8779,    2.4602,    0.8840,   -1.8061
0,2,0,    0.0000,    1.0000,    1.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    1.0000,    0.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   -4.0502,  -93.9125, 1016.7319,   36.3048,  -84.2410,  902.4930,   -0.4725,    0.3332,   23.0385,  -56.9275, 1024.4967,    2.4640,    0.8868,   -1.8053
0,2,0,    0.0000,    1.0000,    1.0000,    1.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    1.0000,    0.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   -3.4021,  -92.3860, 1005.2845,   36.0733,  -83.2096,  893.1740,   -0.4811,    0.3254,   23.2274,  -56.8289, 1026.0514,    2.4779,    0.8785,   -1.7997
0,2,0,    0.0000,    1.0000,    1.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    1.0000,    0.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   -3.0443,  -93.6780, 1025.7091,   36.3951,  -83.9344,  902.4872,   -0.4841,    0.3242,   23.3186,  -56.9393, 1030.9611,    2.4923,    0.8722,   -1.7958
0,2,0,    0.0000,    1.0000,    1.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    1.0000,    0.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   -3.3919,  -94.6046, 1037.9456,   35.9727,  -84.9566,  913.8460,   -0.4860,    0.3233,   22.8001,  -56.7685, 1032.4092,    2.4895,    0.8658,   -1.7961
0,2,0,    0.0000,    1.0000,    1.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    1.0000,    0.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   -2.4540,  -95.4962, 1041.3156,   37.5102,  -85.5325,  913.6748,   -0.4852,    0.3173,   24.0290,  -56.8509, 1027.3298,    2.5067,    0.8635,   -1.7910
0,2,0,    0.0000,    1.0000,    1.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    1.0000,    0.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   -3.0295,  -92.8779, 1014.9638,   36.0204,  -84.2574,  903.2819,   -0.5091,    0.3126,   23.2516,  -56.4065, 1024.5549,    2.4885,    0.8300,   -1.7925
0,2,0,    0.0000,    1.0000,    1.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    1.0000,    0.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   -2.7468,  -91.0840, 1011.1966,   35.0362,  -83.0910,  900.3417,   -0.5231,    0.3133,   22.8964,  -55.6535, 1028.1656,    2.4749,    0.8105,   -1.7968
0,2,0,    0.0000,    1.0000,    1.0000,    1.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    1.0000,    0.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   -2.9665,  -90.9032, 1012.0901,   34.8811,  -82.8959,  901.0387,   -0.5287,    0.3152,   23.0017,  -55.4541, 1026.7567,    2.4618,    0.8000,   -1.8011
0,3,0,    1.0000,    1.0000,    1.0000,    0.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    1.0000,    0.0000,    1.0000,    0.0000,    1.0000,    0.0000,    0.0000,    0.0000,  -25.2963,   80.3810,  889.8151,   27.5063,   80.7011,  886.6689,    0.0304,    0.0594,    0.6388,  135.4974, 1039.7789,   -0.8187,    1.5493,    0.8302
0,3,0,    1.0000,    1.0000,    1.0000,    0.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    1.0000,    0.0000,    1.0000,    0.0000,    1.0000,    0.0000,    0.0000,    0.0000,  -25.2512,   80.5713,  888.9185,   27.5569,   80.8022,  886.1144,    0.0308,    0.0582,    0.7739,  135.8354, 1040.3647,   -0.7392,    1.5487,    0.9106
0,3,0,    1.0000,    1.0000,    1.0000,    0.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    1.0000,    0.0000,    1.0000,    0.0000,    1.0000,    0.0000,    0.0000,    0.0000,  -25.1280,   80.6083,  888.4688,   27.7354,   80.9537,  885.4897,    0.0261,    0.0620,    0.8672,  135.9948, 1039.5084,   -1.0515,    1.5526,    0.6037
0,3,0,    1.0000,    1.0000,    1.0000,    0.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    1.0000,    0.0000,    1.0000,    0.0000,    1.0000,    0.0000,    0.0000,    1.0000,  -24.9528,   86.2068,  924.4837,   29.5185,   86.5497,  921.3731,    0.0288,    0.0930,    1.8804,  138.0589, 1050.9415,   -0.9970,    1.5523,    0.6608
0,3,0,    1.0000,    1.0000,    1.0000,    0.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    1.0000,    0.0000,    1.0000,    0.0000,    1.0000,    0.0000,    0.0000,    0.0000,  -24.5780,   82.6342,  901.8427,   28.9339,   82.9600,  898.3127,    0.0235,    0.0743,    1.8311,  136.7641, 1042.3800,   -1.3698,    1.5570,    0.2915
0,3,0,    1.0000,    1.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    1.0000,    0.0000,    1.0000,    0.0000,    0.0000,    0.0000,  -24.1005,   81.8332,  893.4233,   29.0979,   82.1840,  889.6660,    0.0180,    0.0703,    2.3092,  136.6463, 1038.4784,   -1.8023,    1.5579,   -0.1380
0,3,0,    1.0000,    1.0000,    1.0000,    0.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    1.0000,    0.0000,    1.0000,    0.0000,    0.0000,    0.0000,  -23.6072,   81.4730,  889.0222,   29.3089,   81.8704,  885.2576,    0.0190,    0.0671,    2.6792,  136.7754, 1038.0376,   -1.6146,    1.5562,    0.0477
0,3,0,    1.0000,    1.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    1.0000,    0.0000,    1.0000,    0.0000,    1.0000,    0.0000,    0.0000,    0.0000,  -24.0197,   82.0428,  888.1542,   28.9888,   82.3970,  884.5892,    0.0179,    0.0694,    2.2629,  137.3759, 1036.0248,   -1.7221,    1.5566,   -0.0560
0,3,0,    1.0000,    1.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    1.0000,    0.0000,    1.0000,    0.0000,    1.0000,    0.0000,    0.0000,    0.0000,  -24.6990,   82.4296,  884.7867,   28.2077,   82.7844,  881.8020,    0.0162,    0.0689,    1.4988,  138.1299, 1034.1809,   -1.8205,    1.5570,   -0.1520
0,3,0,    1.0000,    1.0000,    1.0000,    0.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    1.0000,    0.0000,    1.0000,    0.0000,    1.0000,    0.0000,    0.0000,    0.0000,  -25.9868,   82.7460,  884.2723,   26.9412,   82.7338,  880.4788,    0.0140,    0.0718,    0.2953,  138.3147, 1033.6924,   -2.4647,    1.5615,   -0.7912
0,3,0,    1.0000,    1.0000,    1.0000,    0.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    1.0000,    0.0000,    1.0000,    0.0000,    1.0000,    0.0000,    0.0000,    0.0000,  -25.8385,   82.9901,  882.8329,   27.0273,   82.6885,  878.5189,    0.0126,    0.0708,    0.6365,  138.5434, 1032.9987,   -3.1383,    1.5615,   -1.4657
0,3,0,    1.0000,    1.0000,    1.0000,    0.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    1.0000,    0.0000,    1.0000,    0.0000,    1.0000,    0.0000,    0.0000,    0.0000,  -25.3373,   82.1416,  882.3937,   27.5516,   81.9494,  877.5932,    0.0110,    0.0716,    1.1090,  137.5730, 1031.9260,   -3.0124,    1.5584,   -1.3396
0,3,0,    1.0000,    1.0000,    1.0000,    0.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    1.0000,    0.0000,    1.0000,    0.0000,    0.0000,    0.0000,  -25.3177,   81.3668,  880.6664,   27.5085,   81.2080,  876.1851,    0.0114,    0.0681,    1.1251,  136.9164, 1032.2416,   -2.9923,    1.5593,   -1.3249
0,3,0,    1.0000,    1.0000,    1.0000,    0.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    1.0000,    0.0000,    1.0000,    0.0000,    1.0000,    0.0000,    0.0000,    0.0000,  -25.1748,   81.2148,  879.3619,   27.6946,   81.0058,  874.7065,    0.0114,    0.0699,    1.2909,  136.4529, 1028.1322,   -2.9828,    1.5592,   -1.3131
0,3,0,    1.0000,    1.0000,    1.0000,    0.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    1.0000,    0.0000,    1.0000,    0.0000,    0.0000,    0.0000,  -25.0771,   81.8355,  874.9231,   27.7516,   81.5529,  869.7627,    0.0117,    0.0722,    1.4521,  137.1567, 1022.5266,   -3.0926,    1.5598,   -1.4196
0,3,0,    1.0000,    1.0000,    1.0000,    0.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    1.0000,    0.0000,    1.0000,    0.0000,    1.0000,    0.0000,    0.0000,    0.0000,  -24.7532,   81.5250,  875.7867,   28.0488,   81.2998,  870.7579,    0.0110,    0.0690,    1.7479,  137.1151, 1025.6670,   -3.0862,    1.5582,   -1.4173
0,3,0,    1.0000,    1.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    1.0000,    0.0000,    1.0000,    0.0000,    0.0000,    0.0000,  -25.1249,   79.5337,  881.2699,   27.6456,   79.3949,  876.2719,    0.0112,    0.0578,    1.2651,  134.9065, 1033.3829,   -2.8204,    1.5591,   -1.1693
0,3,0,    1.0000,    1.0000,    1.0000,    0.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    1.0000,    0.0000,    1.0000,    0.0000,    0.0000,    0.0000,  -27.4836,   75.8758,  898.5599,   25.4648,   75.4850,  892.1543,    0.0128,    0.0393,   -1.2701,  130.3084, 1050.8989,   -3.0768,    1.5599,   -1.4570
0,3,0,    1.0000,    1.0000,    1.0000,    0.0000,    1.0000,    0.0000,    0.0000,    0.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    1.0000,    0.0000,    1.0000,    0.0000,    0.0000,    0.0000,  -28.8495,   75.7947,  902.8911,   24.1212,   75.1806,  895.9056,    0.0123,    0.0469,   -2.7279,  129.8450, 1054.6093,    2.8618,    1.5572,   -1.7933
0,3,0,    1.0000,    1.0000,    1.0000,    0.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    1.0000,    0.0000,    1.0000,    0.0000,    0.0000,    0.0000,  -28.5848,   77.6541,  898.7197,   24.4737,   77.0299,  892.9056,    0.0122,    0.0649,   -2.2623,  131.7328, 1048.5449,    2.6465,    1.5555,   -1.9814
0,3,0,    1.0000,    1.0000,    1.0000,    0.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    1.0000,    0.0000,    1.0000,    0.0000,    1.0000,    0.0000,    0.0000,    0.0000,  -29.4077,   78.5035,  897.2519,   23.7673,   77.7425,  891.5756,    0.0114,    0.0718,   -3.0291,  132.4088, 1044.5383,    2.5421,    1.5529,   -2.0766
0,3,0,    1.0000,    1.0000,    1.0000,    0.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    1.0000,    0.0000,    1.0000,    0.0000,    1.0000,    0.0000,    0.0000,    0.0000,  -29.2185,   79.3421,  896.6464,   23.9094,   78.6581,  890.8370,    0.0102,    0.0766,   -2.8770,  133.4084, 1043.1152,    2.6018,    1.5506,   -2.0085
0,3,0,    1.0000,    1.0000,    1.0000,    0.0000,    1.0000,    0.0000,    0.0000,    0.0000,    1.0000,    0.0000,    0.0000,    1.0000,    0.0000,    1.0000,    0.0000,    1.0000,    0.0000,    0.0000,    0.0000,  -29.0401,   79.1137,  895.2329,   24.1003,   78.3820,  889.7603,    0.0122,    0.0747,   -2.6255,  133.3069, 1043.8114,    2.4767,    1.5525,   -2.1354
0,3,0,    1.0000,    1.0000,    1.0000,    0.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    1.0000,    0.0000,    1.0000,    0.0000,    0.0000,    0.0000,  -29.2259,   78.9336,  896.0856,   23.8523,   78.1090,  889.9880,    0.0103,    0.0748,   -2.8405,  133.0088, 1044.4391,    2.5129,    1.5498,   -2.0992
0,3,0,    1.0000,    1.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    1.0000,    0.0000,    0.0000,    1.0000,    0.0000,    1.0000,    0.0000,    1.0000,    0.0000,    0.0000,    0.0000,  -30.8090,   81.6121,  909.0866,   22.8023,   80.3406,  901.8915,    0.0085,    0.0881,   -4.0290,  134.4793, 1048.4138,    2.3936,    1.5448,   -2.2131
0,3,0,    1.0000,    1.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    1.0000,    0.0000,    0.0000,    1.0000,    0.0000,    1.0000,    0.0000,    1.0000,    0.0000,    0.0000,    0.0000,  -30.9362,   80.5989,  900.7380,   22.3453,   79.3345,  893.6352,    0.0077,    0.0848,   -4.3513,  134.0589, 1044.8208,    2.3771,    1.5427,   -2.2261
0,3,0,    1.0000,    1.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    1.0000,    0.0000,    0.0000,    1.0000,    0.0000,    1.0000,    0.0000,    1.0000,    0.0000,    0.0000,    0.0000,  -31.4092,   79.8787,  896.0250,   21.7316,   78.4869,  888.1067,    0.0063,    0.0768,   -4.9769,  133.7666, 1044.0123,    2.4092,    1.5408,   -2.2024
0,3,0,    1.0000,    1.0000,    1.0000,    0.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    1.0000,    0.0000,    1.0000,    0.0000,    1.0000,    0.0000,    0.0000,    0.0000,  -31.2020,   80.0402,  896.6093,   21.9411,   78.6772,  888.6083,    0.0065,    0.0778,   -4.7810,  133.9635, 1044.1722,    2.4325,    1.5413,   -2.1772
0,3,0,    1.0000,    1.0000,    1.0000,    0.0000,    1.0000,    0.0000,    0.0000,    0.0000,    1.0000,    0.0000,    0.0000,    1.0000,    0.0000,    1.0000,    0.0000,    1.0000,    0.0000,    0.0000,    0.0000,  -31.9471,   81.9249,  908.2653,   21.8392,   80.4909,  901.8564,    0.0071,    0.0865,   -4.9696,  134.6507, 1047.7728,    2.3060,    1.5388,   -2.3041
0,3,0,    1.0000,    1.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    1.0000,    0.0000,    1.0000,    0.0000,    0.0000,    0.0000,  -30.1889,   79.8518,  900.2662,   23.2671,   78.8333,  895.6210,    0.0071,    0.0753,   -3.3118,  133.3976, 1045.1692,    2.3796,    1.5435,   -2.2361
0,3,0,    1.0000,    1.0000,    1.0000,    0.0000,    1.0000,    0.0000,    0.0000,    0.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    1.0000,    0.0000,    1.0000,    0.0000,    0.0000,    0.0000,  -29.9576,   79.7760,  899.5609,   23.4164,   78.7157,  895.1332,    0.0082,    0.0755,   -3.0227,  133.2821, 1044.8439,    2.2968,    1.5442,   -2.3181
0,3,0,    1.0000,    1.0000,    1.0000,    0.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    1.0000,    0.0000,    1.0000,    0.0000,    1.0000,    0.0000,    0.0000,    0.0000,  -30.4219,   79.9713,  898.0659,   22.8904,   78.8068,  894.3541,    0.0051,    0.0788,   -3.3861,  133.4630, 1043.3129,    2.2833,    1.5381,   -2.3233
