participant,engagement,of_AU01_c,of_AU02_c,of_AU04_c,of_AU05_c,of_AU06_c,of_AU07_c,of_AU09_c,of_AU10_c,of_AU12_c,of_AU14_c,of_AU15_c,of_AU17_c,of_AU20_c,of_AU23_c,of_AU25_c,of_AU26_c,of_AU28_c,of_AU45_c,of_gaze_0_x,of_gaze_0_y,of_gaze_0_z,of_gaze_1_x,of_gaze_1_y,of_gaze_1_z,of_gaze_angle_x,of_gaze_angle_y,of_pose_Tx,of_pose_Ty,of_pose_Tz,of_pose_Rx,of_pose_Ry,of_pose_Rz,timestamp,session_num
1,1,1,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,0,0,12.5101,15.5272,1020.7568,66093,11.3822,995.5316,-57,0.1922,47.7616,54.7093,1117.2336,2.1016,1.4233,-2.3568,0,0
1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,1,15.2446,15.9776,1021926,69.0433,12.2438,998955,-0.0595,0.2023,50351,55.5666,1112.4253,2.1277,1.4222,-2.3153,0,0
1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,1,15.96,16.8613,1020.2734,69.6541,13.4397,996.1894,-0.0615,0.2039,51007,56.6994,1114561,2.1642,1.4253,-2277,0,0
1,1,1,0,0,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,15.1737,17.4621,1019.5021,69.0152,14.3503,998.4246,-0.0659,0.2015,50.1861,57.6159,1114774,2.1936,1419,-2.2416,0,0
1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,13.2129,17879,1015.8798,66.7379,14.5409,990.7898,-0.0687,0.1944,48.4856,58.0047,1121.4113,2.2129,1416,-2.2363,0,0
1,1,1,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,0,0,12.9544,18.0676,1016.4846,66.7226,14647,993.1972,-67,191,48.3565,58.0423,1120.4238,2.1903,1.4146,-2.2588,0,0
1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,14.5001,18.9826,1017.5347,67.9814,15.7351,994.0626,-69,0.1928,49.9211,59.1769,1121.7716,2.1921,1.4116,-2.2492,0,0
1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,14.3528,19.7422,1018.7823,67.8481,16.3313,996.0466,-0.0737,0.1949,49.8404,60.0266,1120.38,2.1955,1.4033,-2.2435,0,0
1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,14.2888,22.7114,1023.3676,68.0042,18.9695,1000.8052,-0.0694,203,49.9631,62.7827,1124127,2.1434,1.4057,-2.2893,0,0
1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,13466,20.4713,1007.4307,67.0043,17.1755,983.7778,-0.0744,0.1949,48.9735,60.9616,1109.0052,2.1944,1.4014,-2.2395,0,0
1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,10.5117,18.9289,999642,63.8071,15.4843,975.4353,-0.0686,191,45.8702,59.4548,1104.9877,2.1634,1.4069,-2.2724,0,0
1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,5.0403,17.1348,994.1531,58.4139,12.9946,970657,-0.0701,0.1823,40216,57.0243,1090.3079,2.1382,1.3928,-2.3087,0,0
1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,8.9971,14.9104,999.8377,62.3145,10.8496,974.5715,-0.0739,0.1767,44.4744,54.5062,1096.3446,2.1765,1.3919,-2283,0,0
1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,10.4501,9181,999.3904,63.5932,5.7755,972.8441,-76,0.1596,45.7394,49.0729,1101.2834,2.2702,1.4007,-2.2165,0,0
1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,10.5717,5.8613,1004.1182,63.8257,2.3365,978.8542,-0.0735,0.1623,46.0255,45.3263,1106.2836,2.2401,1.4048,-2.2429,0,0
1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,8.1284,5498,1008.5405,61.9578,2.3883,984.0251,-0.0676,0.1787,42.7777,44.5821,1098.9166,2.2403,1.4108,-2.2297,0,0
1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,5.2163,8.5859,1004.3428,59.3739,5.0143,980.4551,-0.0652,0.1988,39.9322,47.3034,1089.2234,2.1581,1.4034,-2.2822,0,0
1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,2.2731,13.1785,1007.9606,56.7082,9.0109,986.2701,-0.0563,211,36.9859,51.3733,1085.8019,2.0514,1.4023,-2.3727,0,0
1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,3.6702,10.8866,1002.6874,57.6491,6.3929,978.6033,-0.0494,0.1967,38.9372,49.3721,1094.2781,1.9983,1.4126,-2.4408,0,0
1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,5.5783,10.6965,1017.1221,59.4952,6229,992.0985,-0.0543,0.1958,40.9614,49.0472,1109.0889,2.0304,1.4076,-2.4103,0,0
1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,3.4343,8379,1024.8638,57.3335,3.5055,999.2932,-0.0506,0.1854,38.5094,46.1351,1106.6766,2.0224,1.4088,-2.4406,0,0
1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0.2868,15.6661,1026.8572,55.4144,10.2203,1005671,-0.0466,0.2142,35.5585,52.6031,1097252,1.9367,1.3964,-2.4893,0,0
1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,-0.3153,13.6801,1017.6193,53.8249,7.8494,993.7645,-0.0475,0.1992,35.3628,51.0549,1099979,1.9158,1.3909,-2.5215,0,0
1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,-2.8351,11.7323,1033.2485,50.7866,4.1646,1005.1811,-0.0632,0.1755,33.7708,48.2489,1113.4569,1.9526,1354,-2.5161,0,0
1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,-4.1982,10.3523,1034.9757,49.4571,2.3365,1006.9294,-0.0764,0.1805,32.7675,46.2508,1112.7067,1.9793,1.3269,-2.4789,0,0
1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,-1.6357,11.2639,1026.7316,52.3758,4.3783,1000.5428,-0.0711,0.1958,34.7518,47.6084,1102.5776,1.9839,1.3419,-2.4559,0,0
1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0.9985,10.7031,1016274,55.1377,4.4243,989.6757,-0.0638,0.1983,37.2043,47.4894,1093.2169,1.9791,1.3597,-2.4605,0,0
1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,5.0042,11.1705,1008.6835,59.0622,5.4222,983.1835,-57,0.2039,40.9617,48.3477,1088892,1.9657,1.3785,-2.4677,0,0
1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,5794,11.8084,1013.4232,60.0381,6.3865,988.4951,-0.0536,0.2058,41.5803,49.1846,1094.3217,1.9665,1.3904,-2.4669,0,0
1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,4.6362,11.0661,1018.1888,58.7633,5.3729,991.3242,-0.0581,0.1997,40.3995,48.3395,1095.5105,1.9928,1.3828,-2.4492,0,0
1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,5.8352,12.5544,1016.9587,59.7287,6.9712,990.5247,-0.0579,0.2042,41.5248,49.8576,1095.4382,1.9864,1.3815,-2.4492,0,0
1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,9.0548,13.6506,1014.9625,62.7818,8.3887,987.2341,-0.0652,0.2023,44.8416,51.3263,1095.7404,2.0415,1.3803,-2.3965,0,0
1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,14.1193,12.5431,1009025,67.6996,7.8694,981.9939,-0.0699,0.1972,50.1105,50.7649,1095.6848,2.0951,1387,-2.3477,0,0
1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,19.5133,13.7103,1013.7471,73.21,9.4458,987.5029,-0.0634,0.1987,55.4342,52.2611,1099.9167,2095,1.4042,-2.3477,0,0
1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,18.9654,11.4607,1019.7736,72.8414,7.6292,994.9929,-0.0627,0.1858,54.5438,50.3684,1104785,2.1504,1.4137,-2.3123,0,0
1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,1,11.7072,15.7346,1071.5135,66.1737,10.4774,1040.0349,-0.0689,0.1911,46.8996,51.8946,1127527,2.1428,1.3841,-2.3374,0,0
1,1,1,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,0,0,3.4322,14.5937,995.1102,55.7543,8.7991,970.8203,-0.0368,0.1343,38.8772,52.3719,1130.0349,2.0088,1.4138,-2.5317,0,0
1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,34.0643,51.6097,1126.2646,1291,1476,2.9756,0,0
1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,-14.1604,19.0357,1056.1479,38.9168,11.0942,1026.1759,-0.0839,0.1907,21.8848,56031,1152.2549,1.9921,1.3183,-2.4427,0,0
1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,-4.4282,17.5651,1046.6554,47.8184,10.6298,1012.4432,-0.0804,0.1833,31.8852,54.9889,1163.2531,2.0162,1.3391,-2.4246,0,0
1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,31.4748,54018,1152.9923,2105,1.3173,-2.3821,0,0
1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,1,44.1766,-8.6521,1079876,96.8263,-4.5239,1054553,-0.0678,0.1768,75.7921,32424,1180.4524,-2.9482,1.4563,-1.1702,0,0
1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,0,0,1,44.4151,-8.4582,1109.3167,97.8804,-7.1798,1080.8016,-53,0.1532,76.5183,31674,1184.8521,3.0822,1.4892,-1.4583,0,0
1,1,1,0,0,0,1,1,0,1,1,1,1,0,0,0,1,0,0,1,38.5093,-1.4977,1103.8573,92.5455,-2.5327,1075.0568,-0.0491,0.1622,71.6221,37.5593,1171.2354,2.5863,1.4853,-1.9401,0,0
1,1,1,0,0,0,1,1,0,1,1,1,1,0,0,0,1,0,0,1,31.8743,7.2806,1079.5057,86.4195,5.9639,1052.8727,-0.0453,0.1809,64.9622,46.1067,1149.0574,2.4951,1.4835,-2.0089,0,0
1,1,1,0,0,0,1,1,0,1,1,1,1,0,0,0,1,0,0,1,24.4167,9.8354,1038.4912,78.5879,7.4802,1017.7997,-0.0356,0.1816,57.9485,49.5207,1117.2928,2.2342,1.4889,-2.2551,0,0
1,1,1,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,1,20599,11.9811,1023.7865,74.3503,8.3339,1002.8288,-0.0239,0.1648,55.4052,50.8432,1118.4132,1.9364,1.4846,-2.5786,0,0
1,1,1,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,1,23.4832,10.9052,1035.4192,77.0201,7.6564,1011.4244,-0.0256,0.1499,58286,49.6052,1131.9066,2038,1.4879,-2.5016,0,0
1,1,1,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,1,31.9308,4.53,1040.2256,84.9774,3.4182,1013.1478,-0.0247,0.1562,65878,44.3365,1139.1838,2.3486,1516,-2.1753,0,0
1,1,1,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,1,36586,1.5551,1055.5487,89.9662,2.0549,1030.4664,-0.0176,0.1468,69.3306,41.5728,1146.1772,3.0307,1.5399,-1.5187,0,0
1,1,1,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,1,34.5266,5.84,1048.8345,88017,6.3117,1025.4587,-0.0146,0.1587,67.1114,45.6833,1141.6229,-3.1325,1.5441,-1.3793,0,0
1,1,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,1,30.9262,10996,1040.6849,84.7166,11.2012,1016.4236,-0.0199,0.1823,63.3439,50.9988,1131.2678,2.9482,1.5351,-1.5439,0,0
1,1,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,1,29.7788,13.4402,1032.4348,83.4775,14.0281,1009.3329,-0.0227,0.1908,61.9122,54.0014,1125.5236,3.0628,1.5304,-1.4097,0,0
1,1,1,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,1,30.6622,13247,1022.4976,83867,14.6376,998.9918,-0.0201,0.1816,62554,54.4968,1124.6403,-2.8099,1.5292,-1.0088,0,0
1,1,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,1,30.1778,14.1088,1020.5287,83.6066,15.2727,997.8145,-0.0212,0.1891,62.2002,55.2967,1121.3779,-2.8968,1.5302,-1.0823,0,0
1,1,1,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,1,29.2338,15.7715,1026.3042,82.8887,16.0631,1002.8314,-0.0275,0.1951,61.6578,56.4697,1120.6945,2.9078,1.5244,-1.5542,0,0
1,1,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,1,27.2859,17.2088,1039191,80877,16.7394,1013.4205,-0.0334,0.1933,60.0232,56.8498,1129.0292,2.6253,1.5099,-1.8515,0,0
1,1,1,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,1,24.2766,14.9158,1029.8215,77.8535,13.8979,1004.1462,-0.0399,177,57.6222,54.9439,1124.4971,2.5038,1.4942,-1.9887,0,0
1,1,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,1,22.2682,14.2469,1032.2261,75.9804,12.7744,1005.9958,-0.0412,0.1724,55.7919,53.9819,1125.5153,2.4252,1486,-2.0732,0,0
1,1,1,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,0,1,20.9381,13.6141,1033.0338,74713,11.7063,1007.2275,-0.0397,0.1691,54.7276,53.0052,1126.6327,2.3448,1.4836,-2.1605,0,0
1,1,1,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,1,22165,13657,1037.3643,75.9876,11615,1010.9948,-0.0363,171,55.8524,52.8596,1127.1953,2.3105,1.4867,-2.1934,0,0
1,1,1,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,1,23.8751,12.8225,1033.8818,77.5512,10.9909,1007.2842,-0.0347,165,57.6721,52.1047,1127.5063,2.3438,1.4933,-2.1698,0,0
1,1,1,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,1,27.3016,11.7162,1034.8698,80.9538,10.5184,1008.6669,-0.0284,0.1593,60.7793,51.2412,1128.3975,2.4614,1.5113,-2.0634,0,0
1,1,1,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,1,29.4686,11.9597,1033.7993,82.9847,11.0547,1008.4008,-0.0234,0.1681,62.6227,51.8062,1125.9315,2.4941,1.5229,-2.0141,0,0
1,1,1,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,0,1,28.0778,14007,1028.6877,81.7313,12.5416,1006.28,-0.0232,179,61.5127,54.0492,1123.9,2.3482,1.5216,-2.1483,0,0
1,1,1,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,1,27.2527,14.6127,1021.5196,80.6999,13.0348,998.2639,-0.0286,0.1814,61.1636,54.6479,1123.9108,2346,1.5111,-2.1444,0,0
1,1,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,1,27.2575,14.3675,1021.0908,80.6397,12.6626,997.7972,-0.0332,0.1802,61.5075,54.2279,1126.0602,2.3366,1501,-2.1567,0,0
1,1,1,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,1,28.7313,15.1868,1024.0275,82.2241,13.4201,1001.2582,-0.0312,0.1875,63.0786,54.8178,1126.5149,2.2756,1503,-2.2069,0,0
1,1,1,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,1,29.8336,15.6539,1023.5625,83.3094,13.9793,1001.0851,-0.0342,0.1887,64.1295,55.4135,1124.0806,2.3119,1.4999,-2.1677,0,0
1,1,1,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,0,1,29.4551,16.9445,1021.6198,82.9509,15.0356,999.2921,-0.0301,0.1942,63902,56.5512,1122.2366,2.2054,1.5021,-2.2646,0,0
1,1,1,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,0,1,27.6515,17.2972,1020.2581,81.2033,14.9519,997.7017,-0.0304,0.1952,62.3616,56.7674,1121.4546,2.1246,1495,-2.3438,0,0
1,1,1,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,0,1,27.3047,16.9932,1022.2195,80.7122,14.7253,999.0776,-0.0326,0.1904,61.8183,56.5241,1121413,2.1635,1.4927,-2.3104,0,0
1,1,1,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,0,1,27.4558,17.1175,1017.1716,80.6756,14.8532,993.0246,-0.0314,189,62.1165,56.7742,1121.2693,2.1642,1.4943,-2.3099,0,0
1,1,1,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,1,27.7068,17.7672,1017.8329,81.1742,15.3818,995.9777,-0.0318,0.1843,62.6286,57.4543,1122.5354,2.1519,1.4938,-2.3324,0,0
1,1,1,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,0,1,28.6992,17.7035,1016.7775,81.9729,15.2037,993.0506,-0.0381,0.1842,63.8957,57.4635,1123.2705,2.1874,1.4835,-2.2919,0,0
1,1,1,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,0,1,30.6384,15.6395,1015.1503,83536,13.4242,990.7496,-0.0405,0.1751,65.8442,55.6081,1124.2041,2.2587,1.4852,-2.2346,0,0
1,1,1,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,1,33.1221,13.1488,1018.7614,86073,11.6083,994.5334,-0.0338,0.1684,67.7962,53.1591,1123.8307,2.3536,1.5038,-2.1556,0,0
1,1,1,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,1,33.7627,11.7929,1022.6234,86.9388,10.5757,1000.0519,-0.0262,0.1599,68.02,51817,1124.2449,2.3962,1.5201,-2.1297,0,0
1,1,1,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,0,1,32.4898,13.5561,1021.1381,85.7075,12.3065,999.4251,-0.0186,0.1647,66.5269,53.5526,1123.3652,2.3043,1.5303,-2.2123,0,0
1,1,1,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,1,30.1371,14.8417,1020.9782,83526,13.5806,999.4081,-0.0174,0.1741,63.9438,54.9282,1121.8041,2.2669,1.5297,-2.2353,0,0
1,1,1,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,1,30.4608,16.6784,1022.9773,83.9388,15.9311,1001.1597,-0.0177,0.1849,63759,56.6911,1121.7795,2.4754,1.5337,-2.0166,0,0
1,1,1,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,0,1,31.1708,15.6798,1015.5901,84.6601,15.3463,994.4705,-0.0166,0.1783,64.2984,56.3577,1115.8943,2.7195,1.5413,-1.7727,0,0
1,1,1,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,1,33.3072,15.3278,1015.4858,86.7353,15.5219,995.2126,-0.0153,0.1762,66.2593,56.3773,1116.9846,3.0621,1.5449,-1.4315,0,0
1,1,1,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,1,34007,13.6231,1011.4386,87.1507,13.6427,990.2214,-0.0127,0.1714,67.1988,54.6491,1116.5516,3.0942,1.5501,-1.4052,0,0
1,1,1,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,1,33.7612,14432,1013.8562,87228,14.0849,993.3224,-0.0159,0.1748,67.3356,55.0627,1117713,2.7593,1.5454,-1.7366,0,0
1,1,1,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,1,33.8803,14551,1014.5715,87.2925,13.9029,993.7784,-0.0162,0.1762,67.6316,55.0651,1118.4935,2.5773,1.5435,-1.9156,0,0
1,1,1,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,1,33.1078,14.1464,1014.9026,86.4973,13.1081,994068,-0.0173,0.1769,67.1815,54.4119,1119.0542,2337,1.5369,-2.1555,0,0
1,1,1,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,1,31982,14338,1018.5945,85418,12.4758,997.5387,-0.0185,0.1764,66.4022,54.1311,1119.8309,2.0999,1.5248,-2.3948,0,0
1,1,1,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,1,30.9132,14.6939,1019.2052,84.1702,12.1847,996.8193,-0.02,0.1768,65.6932,54.1641,1119.7642,1.9826,1.5118,-2509,0,0
1,1,1,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,1,30.0531,15.3859,1017.4845,83.2947,12.7331,994.2582,-0.0239,0.1792,64.9618,54814,1119.2819,2.0322,1.5029,-2.4566,0,0
1,1,1,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,0,1,29.6675,15943,1016.0366,83.0765,13367,993.8693,-0.0235,0.1848,64.5483,55448,1117.3607,2.0207,1.5037,-2459,0,0
1,1,1,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,0,1,29.8566,16.4049,1016.9904,83.1022,14.1812,994.9692,-0.0234,0.1873,64.3801,56.0888,1118.2025,2.0773,1.5077,-2.3998,0,0
1,1,1,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,1,30.0822,16.3593,1015.3699,83.4121,15.0507,993.2754,-0.0221,0.1903,64.2034,56.5702,1120.7697,2.2615,1.5199,-2.2098,0,0
1,1,1,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,1,30.0845,15.9063,1019.6045,83.4104,14.8965,997.0383,-0.0235,0.1879,63.8155,56.2139,1121.9143,2.3922,1.5229,-2.0844,0,0
1,1,1,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,1,29.9679,16.0164,1020.6052,83.3328,14.9985,998.2952,-0.0217,0.1907,63.5326,56.2121,1121.0541,2.3871,1.5265,-2.0862,0,0
1,1,1,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,1,29.7216,15.9591,1018.9053,83.1559,14.8112,997.4401,-0.0195,0.1941,63.2723,56.1101,1118.5063,2.3087,1.5293,-2.1571,0,0
1,1,1,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,0,1,30.1429,15.9529,1018.5696,83.5056,14.6837,996.1777,-0.0183,0.1882,63.8658,56.0971,1119.3364,2.2757,1.5308,-2.1996,0,0
1,1,1,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,0,1,30.9119,16.2041,1017.6383,84.2198,14.8831,996.2593,-0.0169,0.1879,64.6692,56.4021,1118.5416,2.2278,1.5324,-2.2469,0,0
1,1,1,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,1,31.6796,17.1529,1015.2202,85.0819,15.8385,994.6693,-0.0168,0.1886,65.6224,57.5798,1118.0959,2.2215,1.5333,-2.2512,0,0
1,1,1,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,0,1,30.9239,17.1942,1013.6727,84.4218,15.7683,993.1961,-0.0166,186,64.9542,57.5841,1117.7179,2.2088,1532,-2.2692,0,0
1,1,1,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,0,0,31.2332,18.1715,1017.4716,84.2951,16.8976,995.1788,-0.0154,0.1871,64856,58654,1121375,2.2731,1.5338,-2.2039,0,0
1,1,1,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,1,30.5647,17.7615,1014.7863,83.6208,16.6473,992.2448,-0.0146,0.1881,64.1213,58.4595,1120.3196,2.2997,1.5344,-2.1733,0,0
1,1,1,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,1,32.1942,22.0815,1044.5254,85.8921,21.2536,1024942,-0.0106,0.2194,65.2021,61.4786,1138.9916,2.3312,1545,-2.1166,0,0
1,1,1,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,1,31.6738,23.4897,1042.5419,85.7542,23.0124,1025.4857,-0.0062,0.2321,64.7019,62.8191,1142.4136,2.5843,1.5558,-1.8488,0,0
1,1,1,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,28.2573,19.5717,1012.4063,81.8285,20.4338,995.2435,0.0026,0.2144,60143,61.2737,1122.3823,-1.9627,1.5482,-112,0,0
1,1,1,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,1,1,27.5198,18.1095,1007.8943,81.0326,20.0019,991724,0.0072,0.2013,58.3073,60.5289,1116.7477,-1.7026,1.5247,0.1284,0,0
1,1,1,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,1,23.4984,17.0179,1000.4771,76886,18.0882,984.5536,0.0065,192,54.6822,59.0837,1111.2985,-1.6439,1.5384,0.1725,0,0
1,1,1,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,0,1,21.6768,16.7714,999.8911,75.1437,17.2315,984364,0.0061,0.1821,53.4042,58.6532,1114.1591,-1.6136,1.5506,0.1884,0,0
1,1,1,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,20.7512,15.6843,1001.5327,74.0994,15.2497,985.7283,0.0065,0.1784,52.7901,57.1242,1109368,-0.5693,1.5673,1.2268,0,0
1,1,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,20.0368,13396,1000.6803,73.2027,12.5112,983.1044,-0.0073,0.1697,52.5748,54.6153,1109.5861,2.3112,1.5467,-2.1931,0,0
1,1,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,18481,9.1579,1009.0231,71.4284,7.7894,988.1376,-0.0183,0.1476,51.3151,49.7792,1116.2816,2.3384,1.5242,-2.2021,0,0
1,1,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,18.3829,9.1308,1040.5725,71.9414,7.1681,1018.3212,-0.0158,0.1518,51.3576,47964,1133.8124,2.1698,1.5171,-2.3908,0,0
1,1,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,17855,6.8946,1025.6901,70.9781,4.6078,1004.5104,-0.0125,0.1433,51234,46.1902,1129.5923,2.0297,1.5156,-2.5265,0,0
1,1,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,18.6804,7.6591,1028.8989,71.8395,4.7172,1009.2248,-0.0005,0.1424,52.3827,46.7338,1131.4021,1.6883,1.5146,-2.8677,0,0
1,1,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,18.8185,7.9305,1028.7349,71.9081,4.8452,1008.3145,-0.0011,0.1462,52.5711,47.0655,1129.8485,1694,1.5106,-2.8554,0,0
1,1,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,19.5918,8822,1027.0035,72.5023,6.2513,1007.3359,-0.0044,0.1526,53.0683,48.3871,1129.9117,1.7972,1.5158,-2.7411,0,0
1,1,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,20.0235,9.5994,1026.3501,73.1728,7.5905,1007.4347,-0.0106,0.1569,53.1273,49.6159,1126.8171,2.0243,1.5188,-2.5061,0,0
1,1,1,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,20.1061,10.6893,1022.0101,73.1462,8.9785,1002.5601,-0.0117,0.1631,52.9533,51.0559,1123.4663,2.1123,1.5231,-2.4063,0,0
