participant,engagement,of_AU01_c,of_AU02_c,of_AU04_c,of_AU05_c,of_AU06_c,of_AU07_c,of_AU09_c,of_AU10_c,of_AU12_c,of_AU14_c,of_AU15_c,of_AU17_c,of_AU20_c,of_AU23_c,of_AU25_c,of_AU26_c,of_AU28_c,of_AU45_c,of_gaze_0_x,of_gaze_0_y,of_gaze_0_z,of_gaze_1_x,of_gaze_1_y,of_gaze_1_z,of_gaze_angle_x,of_gaze_angle_y,of_pose_Tx,of_pose_Ty,of_pose_Tz,of_pose_Rx,of_pose_Ry,of_pose_Rz,timestamp,session_num
4,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,-21.7239,-49.0937,1029.5491,30249,-49097,1012.9036,16,0.1563,5.8627,-20.2292,1244.8083,1.7126,1.5622,-2.8287,0,0
4,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-21.6998,-49.0326,1028902,30187,-48.9149,1011.2386,0.0147,0.1561,5.8093,-20.0739,1243.5883,1.97,1.5627,-2.5716,0,0
4,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,-21.6955,-48.9738,1029.4089,30.2325,-48.9407,1012.1008,0.0161,0.1575,5.8683,-20.0521,1243.8062,1.6789,1.5625,-2.8613,0,0
4,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,-21.4379,-48.9794,1029.8192,30.5006,-48.9402,1012499,0.0153,0.1634,6.1888,-20.1552,1244.1158,1.8322,1561,-2.7008,0,0
4,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,-21.5111,-49.0454,1031.1409,30.4196,-48.9916,1013626,0.0148,0.1598,6.1088,-20.1004,1243.9679,1.8939,1.5608,-2644,0,0
4,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,-21.6492,-49.2656,1031.2937,30.3178,-49.2125,1014.0906,0.0159,0.1586,5.9295,-20.4173,1245.2997,1.6998,1.5634,-2.8389,0,0
4,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,-21.6824,-49.2304,1029.1168,30.1814,-49.1633,1011.5195,0.0167,0.1537,5.8227,-20501,1245.3394,1.5748,1.5639,-2.9705,0,0
4,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,-21.5685,-49.3322,1029.9102,30.3441,-49.2613,1012.0927,0.0163,155,6.0054,-20.5775,1244.8693,1.6301,1.5636,-2.9141,0,0
4,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,-21.3724,-49165,1028.2529,30.4571,-49.1179,1011.2597,0.0173,0.1564,6.2117,-20.5024,1245.2858,1.46,1.5631,-3.0818,0,0
4,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,-21.8829,-50.2752,1082.4148,31.3695,-50.2021,1066.6106,0.0178,0.1819,6226,-20.1395,1257.6781,1.6575,1.5619,-2.8799,0,0
4,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-22.1417,-49.9396,1083.9962,31.3018,-49.8391,1068.4365,0.0175,0.1861,5.9698,-19.7577,1258.2054,1.6938,1.5641,-2.8404,0,0
4,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,-21.7647,-49.4305,1044.2876,30.5115,-49.4012,1026.7699,0.0167,0.1638,5976,-20.3029,1248.0634,1684,1.5612,-2.8559,0,0
4,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,-21.7105,-48684,1051.6594,30.7592,-48545,1032.2042,0.0162,0.1719,6.0746,-19.8036,1252.8752,1.8982,1.5611,-2.64,0,0
4,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,-21.7374,-48.4984,1047.6169,30.6146,-48.3663,1029.0247,0.0168,0.1702,5.9532,-19.7174,1252506,1.7953,1563,-2744,0,0
4,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,-21.6529,-48.4968,1045.9845,30629,-48.3619,1027.2627,0.0164,0.1678,6036,-19.6871,1252.6567,1.7953,1.5631,-2.7447,0,0
4,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-22.0402,-47977,1045.8853,30.2163,-48.1445,1028.3665,0.0181,0.1811,5767,-19.0155,1247.8167,1442,1558,-3.0826,0,0
4,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-21.9433,-48.0514,1044.8024,30.2911,-48.1951,1027.9468,0.0185,0.1789,5.8223,-18.9343,1246.6443,1.3377,1.5594,3.0933,0,0
4,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-22.0388,-48.1348,1046.4552,30.2843,-48.3199,1030.3829,0.0202,0.1789,5.7489,-18.8671,1245671,1.1877,1.5585,2.9419,0,0
4,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-21.8621,-49.0251,1049.5308,30456,-49.2513,1034.3323,0.0197,0.1775,5.9558,-19.0157,1242.3724,1142,1.5588,2901,0,0
4,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-21.5022,-48.9398,1035.4087,30.4698,-49.2361,1020.5573,0.0195,0.1716,6.3093,-19.2549,1238.1656,1.0736,1.5576,2.8333,0,0
4,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-21.4741,-49.1323,1030.2854,30.3491,-49.4461,1015.6457,0.0174,0.1697,6.2938,-19.6079,1237.7483,1.2968,1.5575,3.0571,0,0
4,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-21.6221,-49.0123,1026.0542,30.0619,-49.3036,1010.9284,0.0177,0.1675,6.1142,-19.6343,1236342,1.3349,1.5557,3.0938,0,0
4,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-21.9301,-49.0705,1026.1792,29.7154,-49.3802,1010.8283,0.0174,0.1677,5.7232,-19.7892,1236.9125,1.4377,1.5541,-3.0862,0,0
4,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-22.0888,-49.2143,1028.2029,29.6627,-49.5638,1012.1908,0.0168,0.1712,5.6401,-20.0085,1237377,1.4702,1.5533,-3.0498,0,0
4,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-21755,-49.1609,1026.7869,29.9722,-49.5008,1011.5867,0.0186,0.1709,6004,-19.9256,1236.6656,1.3024,1554,3.0654,0,0
4,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-21.6692,-48.9706,1024.45,29.9836,-49276,1009.1426,17,0.1687,6.0371,-19.7729,1236.3726,1.3954,1.5557,-3.1271,0,0
4,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-21.7963,-49.0044,1027338,29.9846,-49.3607,1012.3403,0.0174,0.1712,6.0101,-19.7158,1236.6826,1.3774,1554,3.1414,0,0
4,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-21.6898,-48.6151,1023689,29.9496,-48.8973,1008.2345,0.0164,0.1684,6.0017,-19.3202,1236.0387,1.4793,1.5554,-3.0424,0,0
4,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-21.6067,-48.7837,1023.5009,30.0133,-48.9877,1008.0427,0.0169,0.1697,6.0256,-19.5445,1236674,1.4063,1.5576,-3114,0,0
4,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-21.9248,-48.3549,1024.0466,29.7749,-48.6842,1008556,0.0158,0.1675,5.8144,-18.9844,1234.8838,1.4907,1.5545,-3.0317,0,0
4,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-21.8284,-48.4083,1022.9417,29.8091,-48.7464,1008.2744,17,166,5.8214,-19.0553,1235.2767,1.3471,1.5566,3.1057,0,0
4,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-21.7954,-48.5375,1025.0767,29.9068,-48.8662,1010.0385,18,171,5897,-19105,1235.0018,1.2917,1556,3.0564,0,0
4,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-21.7468,-48.5959,1024.6614,29.9548,-48.8361,1009.1295,16,0.1689,5.9518,-19.1407,1234.9653,1.5026,1556,-3.0184,0,0
4,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-21.7876,-48.5835,1028.4652,29.9735,-48.8159,1012.7384,0.0172,0.1763,5.8962,-18.9446,1234.7683,1.4033,1.5567,-3.11,0,0
4,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-22.1915,-48.9078,1032.7949,29.6975,-49.2412,1016.8145,0.0175,0.1816,5.5247,-18.9463,1231.3726,1.4014,1.5548,-3.1088,0,0
4,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-22.1297,-48.4317,1027.9022,29.7235,-48.9408,1013.0292,0.0233,0.1808,5.5677,-17.6921,1218.5597,911,1.5525,2.6811,0,0
4,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-21.9191,-49.2916,1034.2462,30.0257,-49.7888,1019.2223,0.0261,0.1828,5.8267,-18.2571,1217.0809,731,1551,2.5,0,0
4,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,-22.0002,-48.6306,1028.0604,29792,-49.1151,1012.7416,0.0261,0.1803,5.6773,-18.0335,1220.4331,681,1.5512,2.4513,0,0
4,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-22.3331,-48.9901,1032.6609,29.5114,-49.3862,1017.2167,0.0215,0.1745,5.3235,-18.6141,1228457,1.0643,1.5543,2.8261,0,0
4,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-22.0472,-49.0359,1031.5393,29.7681,-49.3324,1016.2413,0.0219,171,5.4645,-18.6968,1229.9003,0.8808,1.5578,2.6378,0,0
4,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-22.0823,-49.3587,1026.6433,29.5906,-49.5721,1011.0022,24,167,5.2637,-19.5439,1232856,0.5324,1.5577,2.2882,0,0
4,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-21.9056,-48.9569,1029.0085,29.8496,-49.1969,1013.4913,0.0225,0.1735,5.5621,-19.1887,1235.1602,0.8117,1558,2577,0,0
4,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-22.1336,-48.7508,1029.5378,29.6597,-49.0639,1014.2747,0.02,0.1725,5.4452,-18.9587,1235.8981,1.1306,1.5569,2.8957,0,0
4,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-21.9546,-48.6243,1027.8795,29.7681,-48.8832,1012.1375,0.0184,0.1725,5.6205,-18.9691,1235.6643,1.2187,1.5581,2.9844,0,0
4,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-22166,-48.3601,1026.2493,29.6096,-48643,1010.3662,18,0.1737,5.4227,-18.7094,1234.4546,1.3127,1.5572,3.0801,0,0
4,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-22.1698,-48.7734,1030.3661,29.6811,-48.9949,1014579,0.0175,0.1765,5.3921,-18.9364,1235.0977,1.3759,1.5586,-3.1359,0,0
4,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-22.1482,-48.3505,1026.7731,29.5509,-48.6486,1011.3612,0.0179,0.1733,5.3855,-18553,1234.8582,1.2766,1.5577,3.0455,0,0
4,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-21.9832,-48.1892,1026.2074,29.6917,-48.4028,1010.6026,0.0183,0.1758,5.4977,-18.3933,1235.2698,1.2721,1.5589,3.0449,0,0
4,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-21.8932,-48.1059,1024.5507,29.7835,-48.3072,1009.5763,0.0185,0.1724,5.5753,-18.2841,1235.0028,1.0837,1.5607,2.8529,0,0
4,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-21.8911,-48.3407,1024282,29.7145,-48.5451,1008.1747,0.0167,0.1722,5.6229,-18.6067,1234046,1.4269,1.5581,-3.0875,0,0
4,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-22.0074,-48.2249,1025.8628,29.7045,-48.4916,1009.7285,0.0156,0.1779,5.6247,-18.4556,1233.5935,1.5143,1.5563,-2.9929,0,0
4,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-22.0261,-48.2573,1026.4419,29.6915,-48.5612,1010.7844,0.0169,0.1729,5.5976,-18.4675,1234243,1.4119,1.5562,-3103,0,0
4,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-22.1408,-48.0942,1026.4165,29.6378,-48.4092,1010.7425,0.0172,0.1771,5.5057,-18.4514,1234.4563,1.4178,1.5556,-3.0929,0,0
4,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-21.9566,-48.0716,1027.1191,29.7857,-48.3676,1011.5155,0.0165,178,5.6524,-18.3929,1235.9001,1.4585,1.5569,-3.0507,0,0
4,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-22.0064,-48.0994,1025.2405,29.6731,-48.2899,1008.9443,0.0165,0.1763,5.5254,-18.4688,1235.4565,1.4887,1.5579,-3.0222,0,0
4,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-22068,-48.0883,1023.3566,29.5205,-48.3218,1006.8226,0.0164,0.1705,5.4795,-18.5903,1235.7721,1.4637,1.5567,-3.0545,0,0
4,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-22.1248,-48.2465,1025.8922,29.5865,-48.5907,1010.0287,0.0188,0.1771,5.4795,-18.7473,1235.4451,1.2562,1.5557,3.0288,0,0
4,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-22.3156,-48.2529,1026832,29.4148,-48.5566,1010.3503,16,0.1768,5.2913,-18.6835,1235.9119,1.5265,1555,-2.9844,0,0
4,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-22.4781,-48.2817,1025.6743,29.2735,-48.5926,1008.4871,0.0151,0.1762,5.1827,-18.8428,1235.0038,1.6107,1.5528,-2.9008,0,0
4,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-22.0148,-48.0011,1025.1606,29.6394,-48.2919,1009.0419,0.0161,0.1779,5.6159,-18.4274,1234.8633,1.5322,1.5544,-2.9764,0,0
4,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-21.6663,-48.0778,1025.1827,29.9615,-48.3324,1009.0367,0.0186,0.1748,5.9588,-18.4453,1234.6952,1.3538,1.5555,3.1241,0,0
4,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-21.6563,-48.1555,1025.9265,30.0298,-48.3424,1009.8127,16,0.1786,5.9796,-18.4859,1235.3043,1.5349,1557,-2.9728,0,0
4,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-22.0892,-47739,1026.4758,29634,-48.0259,1010.4974,0.0151,0.1811,5549,-18.0641,1234.8488,1.6452,1.5535,-2.8594,0,0
4,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-22.0497,-47.8623,1026.9606,29.6712,-48075,1010.5972,0.0141,0.1797,5.5827,-18.1018,1235002,1.7141,1.5543,-2.7917,0,0
4,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-22098,-47.6318,1025.1331,29.6049,-48.0528,1009.9994,0.0161,0.1799,5603,-17.9975,1234.4836,1.4642,1.5537,-3.0411,0,0
4,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-22.0088,-47.7918,1024.9707,29.7212,-48.0919,1009.5086,0.0151,0.1772,5.6534,-18.1034,1234.0802,1.5599,1.5558,-2.9489,0,0
4,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-22.0555,-47.7963,1028.1177,29.7473,-48.1721,1012.8215,0.0146,0.18,5.7146,-18022,1234.1741,1.6025,1.5529,-2.9043,0,0
4,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-22.1748,-47.7443,1027.7817,29626,-48.0952,1012.1435,16,0.1814,5.4976,-17.9714,1234.0594,1.5438,1.5542,-2.9611,0,0
4,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-22.0046,-47.5886,1027.2839,29.7475,-47.8659,1011.0178,0.0155,0.1822,5.6695,-17.7871,1234.9052,1.5689,1.5551,-2.9337,0,0
4,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-22.1257,-48.1316,1026869,29.6374,-48.4123,1010.5752,16,0.1778,5.5351,-18.4232,1234.4492,1.5211,1.5553,-2.9884,0,0
4,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-21.8446,-48.1527,1027.7531,29.9207,-48415,1011.1716,16,0.1815,5.8512,-18.5113,1234958,1.5477,1.5547,-2.9574,0,0
4,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-21.8275,-48.3958,1028.7023,29.9895,-48.6695,1013.1165,0.0157,0.1761,5.8839,-18.6663,1235.2849,1537,1.5563,-2976,0,0
4,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-21.9591,-48.4241,1027.8516,29.7786,-48701,1012.3353,0.0154,0.1725,5.6933,-18.7755,1236.3802,1.5363,1.5565,-2.9806,0,0
4,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-22.0172,-48619,1027.9717,29.7674,-48.9347,1012.4886,0.0161,172,5.6651,-18.9326,1235.7977,1.4541,1.5564,-3.0638,0,0
4,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-22.0087,-48.3976,1025.5587,29.6914,-48.6828,1009.4321,0.0156,0.1741,5.6455,-18.8562,1235854,1.5086,1.5557,-3.0058,0,0
4,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-22.0741,-48.4452,1025.5435,29.6913,-48.7351,1009.7142,0.0154,0.1746,5.6054,-18.8942,1234.5146,1.5595,1.5552,-2.9546,0,0
4,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-21.9788,-48.3154,1027.0394,29.7039,-48.5055,1010.1519,0.0149,0.1733,5.6111,-18.5925,1234.8944,1.6756,1.5553,-2.8396,0,0
4,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-21929,-48.2555,1027.7565,29.8103,-48.5018,1011.4214,0.0152,0.1747,5.7458,-18.4772,1234.0157,1.5927,1.5551,-2.9209,0,0
4,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-21.8415,-48.0521,1026.9172,29.8746,-48.3111,1010.6639,0.0153,0.1771,5.8019,-18.2574,1233.8325,1.6381,1.5544,-2.8722,0,0
